moment,label
I went to a surprise birthday party for my friend and we all dressed up as clash of clans characters which ended up being hilarious and fun. ,bonding
Getting a new job that doubled my previous employers pay.,achievement
"My uncle lived in Mumbai. When I receive a call from my uncle , i really felt happy to speak to them. Their children's spoke me with their baby voice. Its very nice to hear on that time. ",affection
My son gave me a nice kiss in the morning.,affection
My toddler skipped into school this morning without crying and happy to see her friends and teachers.,affection
last week i went to my bachelor's college for get together party. i met my old college friends and classmates. small hug give more happiness. ,bonding
Completing a new record for my weightlifting,achievement
I felt happy when i ate food like pizza burger and drinking jigarthanda as these foods are not at all suitable for our health condition at all but i like it very much because it's tastes good,enjoy_the_moment
i am going to the vocation tour in my family.we are very interesting.,affection
the three month is easy to learn something,achievement
I negotiated a very favorable contract for my organization.,achievement
Achieved a new fitness goal of mine.,achievement
"An event that made me happy in the past 24 hours is that I had Italian food for dinner, which is my favorite type of food.",enjoy_the_moment
I cooked my favorite meal for lunch.,leisure
I got to sleep in the same bed as my husband after him being away for 4 days.,affection
I got back in touch with my friends who I haven't talked to in a week.,bonding
I went for a jog in the evening and enjoyed the nice weather.,exercise
I was happy to have a good hair day today taking only 5 minutes to fix my hair.,enjoy_the_moment
I cuddled with my son before bed last night,affection
My happiest moment everyday my mom say bye to me when i get ready to go somewhere,affection
Relaxing while smoking a cigar.,enjoy_the_moment
I went to see a movie with my friends at the theater. ,bonding
I bought a new Fuel EX-8 mountain bike.,achievement
I ordered socks in online and received before the delivery date. I was very happy because my old socks were torn on that day.,enjoy_the_moment
Our son's best friend decided to go back to school and finish degree.,bonding
Got some work projects finished.,achievement
I became happy after getting a perfect 10/10 on my quiz in school.,achievement
I shaved my beard down to a mustache and received lots of compliments on it.,achievement
My daughter spontaneously hugs me when I visit her lately which is a big change from the past. ,affection
My friend took me to eat at Cafe Rio.,bonding
A colleague connected me to someone who may be able to help in my job search.,bonding
I watched Return of the Jedi on a new Blu-Ray set of Star Wars discs that I got.,leisure
Just got a call from an officer who got my information down for restitution as I am in a case that involved me losing an eye and we need that money from my attacker.,achievement
I was driving today going to a town hall when I received word that I would get another title search in a town nearby and that meant more money earned today.  ,achievement
I  ready for dinner in my home. i  am playing a  park in my children ,affection
I got a blowjob from this girl at work in the parking lot.,affection
"The moment i won a lottary ticket, got me happy because i could buy everything that i planned for that month.",achievement
My son graduated from college after 4 long years.,achievement
My family went to Valleyfair amusement park and had a blast!,affection
"This weekend, I'd grabbed some drinks with some friends, and I belatedly remembered that I'd recently purchased a charity thing that gave me free drinks at 2 of the 3 bars we went to, which ended up saving me ~$12.",bonding
My family went to two day tour in a historical place. ,leisure
I went hiking and under waterfalls in the mountains with my girlfriend. It was amazing.,affection
